international,hours_study,missed_classes,gpa,showers_per_week,does_smoke,does_homework,has_stress,avg_sleep,confidence,passed
0,1.39,12,3.63,3,0,1,1,4.38,medium,0
0,14.51,0,2.54,1,0,1,0,3.2,medium,1
0,16.64,12,1.99,2,0,0,0,5.99,high,0
0,16.03,10,1.38,6,0,1,0,7.37,high,0
0,18.22,14,3.39,4,0,0,1,3.5,high,0
0,15.29,14,3.04,1,0,1,0,5.97,medium,1
1,7.67,2,3.26,0,0,1,1,4.77,high,1
0,3.8,11,2.42,4,0,1,0,7.41,high,0
0,11.65,1,2.54,5,0,1,0,1.76,medium,0
1,20.05,13,2.4,4,0,1,0,6.13,medium,1
1,9.89,9,3.46,6,0,0,1,6.46,low,1
1,1.07,14,3.39,5,0,1,1,6.95,medium,0
0,8.46,2,2.12,5,0,0,0,2.97,low,0
